VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 GEOID
KNDCC3LG5K,Thurston,Olympia,WA,98512,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,22,1939122,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011000
5YJ3E1EA9J,Yakima,Yakima,WA,98908,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,14,309627391,POINT (-120.60272 46.59656),PACIFICORP,53077000902
JA4T5VA92R,Thurston,Yelm,WA,98597,2024,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,2,261583066,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5YJ3E1EA3L,Snohomish,Lynnwood,WA,98037,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,21,131375107,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
KNDCE3LG9K,King,Seattle,WA,98119,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,36,179618995,POINT (-122.36381 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
5YJXCDE29J,Snohomish,Snohomish,WA,98296,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,1,310780991,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052112
1N4AZ1CP1L,Kitsap,Bremerton,WA,98312,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,35,137128407,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080600
5YJXCBE29G,King,Sammamish,WA,98074,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,45,6097171,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
5YJ3E1EB8K,Yakima,Yakima,WA,98908,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,14,292530612,POINT (-120.60272 46.59656),PACIFICORP,53077002801
3C3CFFGE7G,Kitsap,Port Orchard,WA,98366,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,26,107602379,POINT (-122.63848 47.5414),PUGET SOUND ENERGY INC,53035092704
1G1FZ6S02L,Thurston,Olympia,WA,98501,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,22,131345021,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010400
5UXKT0C5XG,Thurston,Olympia,WA,98512,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,35,239283544,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011822
WA1VABGE1K,King,Kent,WA,98042,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,47,126036774,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031704
5YJYGAEE2M,Stevens,Chewelah,WA,99109,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,7,268743149,POINT (-117.71555 48.28136),CITY OF CHEWELAH,53065950700
5UXTA6C07M,Snohomish,Bothell,WA,98021,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,1,255276801,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
5YJYGDEFXL,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,1,103095842,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
5YJYGDEF5L,King,Renton,WA,98055,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,11,104998183,POINT (-122.19488 47.44034),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308
5YJYGDEF5L,Kitsap,Silverdale,WA,98383,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,23,131342102,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091205
1G1RA6S53H,Thurston,Yelm,WA,98597,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,2,166275574,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012422
5YJSA1E26J,Snohomish,Mukilteo,WA,98275,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,21,474398907,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042005
1C4JJXP66M,Yakima,Zillah,WA,98953,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,15,213616364,POINT (-120.26226 46.40199),PACIFICORP,53077002202
WA134BGF1S,Kitsap,Seabeck,WA,98380,2025,AUDI,Q6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,35,277853747,POINT (-122.81585 47.64509),PUGET SOUND ENERGY INC,53035091301
JN1AZ0CPXB,Kitsap,Bainbridge Island,WA,98110,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,23,247742386,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090901
YV4BR00Z9N,Kitsap,Suquamish,WA,98392,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,23,276672483,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100
1G1FX6S00J,Kitsap,Bainbridge Island,WA,98110,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23,259537127,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800
5YJ3E1EA4K,Snohomish,Everett,WA,98204,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,21,478330212,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041901
1C4RJXN62R,Snohomish,Everett,WA,98203,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,38,267376427,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061040900
WBA7W4C07L,Snohomish,Lynnwood,WA,98087,2020,BMW,745E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,21,255369957,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041901
5YJ3E1EB3J,King,Seatac,WA,98188,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,33,296553666,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028402
5YJ3E1EA4L,Thurston,Olympia,WA,98513,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,22,240202532,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067011624
5YJXCAE4XG,King,Seattle,WA,98119,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,36,237753316,POINT (-122.36381 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
1C4JJXP62P,Thurston,Olympia,WA,98502,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,35,221536892,POINT (-122.92018 47.04575),PUGET SOUND ENERGY INC,53067011901
1N4AZ0CPXF,Thurston,Olympia,WA,98512,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,35,117329138,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011000
5YJ3E1EB3J,King,Auburn,WA,98002,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,31,232662251,POINT (-122.2229 47.307),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030600
JTJCJMGAXR,Walla Walla,Walla Walla,WA,99362,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,16,261166699,POINT (-118.34261 46.07068),PACIFICORP,53071920702
SADHC2S16L,Snohomish,Mukilteo,WA,98275,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,21,260331886,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,53061042001
5YJ3E1EA2J,Snohomish,Everett,WA,98204,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,21,178546133,POINT (-122.27557 47.88936),PUGET SOUND ENERGY INC,53061041901
5YJSA1E25J,Kitsap,Poulsbo,WA,98370,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,23,285013914,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035091205
KM8K23AG1P,Yakima,Yakima,WA,98901,2023,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,295705476,POINT (-120.50729 46.60464),PACIFICORP,53077000200
5YJSA1DG5D,Kitsap,Bremerton,WA,98337,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,26,207410899,POINT (-122.62749 47.565),PUGET SOUND ENERGY INC,53035081200
KM8K23AG1L,Snohomish,Mountlake Terrace,WA,98043,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,1,276979902,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,53061051200
1N4AZ1BV1P,Snohomish,Everett,WA,98203,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,38,285033815,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041000
5YJ3E1EA4J,Snohomish,Snohomish,WA,98296,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,1,187291898,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052108
5YJ3E1EBXJ,King,Seattle,WA,98112,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,43,2305915,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
KNDC3DLCXP,Thurston,Yelm,WA,98597,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,2,228533399,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012412
JTJCJMGA6R,Skagit,Anacortes,WA,98221,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,10,291889391,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940302
5YJXCBE44G,Snohomish,Bothell,WA,98021,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,1,128480124,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
5YJSA1E21H,King,Seattle,WA,98101,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,43,137098839,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
5YJXCBE40G,Snohomish,Mill Creek,WA,98012,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,44,251170986,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052008
5YJXCBE24H,King,Seattle,WA,98101,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,43,264977849,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
5YJ3E1EB3L,Kitsap,Bremerton,WA,98312,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,35,127300211,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
1N4AZ0CP9F,Skagit,Anacortes,WA,98221,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,40,131698115,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940500
JTJHKCFZ8R,Walla Walla,Walla Walla,WA,99362,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,16,257774296,POINT (-118.34261 46.07068),PACIFICORP,53071920902
WAUUPBFF0G,King,Renton,WA,98058,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,11,131727928,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025803
JTJHKCFZ6S,Thurston,Olympia,WA,98513,2025,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,2,285191483,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012332
1N4BZ0CP8H,King,Shoreline,WA,98155,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,32,151094996,POINT (-122.30304 47.75494),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
WAUUPBFF5H,King,Seattle,WA,98107,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,36,291495844,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301
KNDC4DLC5P,Snohomish,Mill Creek,WA,98012,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,228899646,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052004
5YJYGDEF2L,Thurston,Yelm,WA,98597,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,2,127483618,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012421
5YJYGDEE8L,Snohomish,Monroe,WA,98272,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,39,132488996,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJ3E1EA2J,King,Duvall,WA,98019,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,45,328356871,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032402
5YJXCBE24K,King,Tukwila,WA,98188,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,11,2054867,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200
JN1AZ0CP5B,Snohomish,Woodinville,WA,98072,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,1,135974660,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,53061051926
WAUUPBFFXJ,King,Seattle,WA,98112,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,43,305884869,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
KNDCR3LF8P,Snohomish,Monroe,WA,98272,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,39,254596093,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
5YJSA1E28F,Snohomish,Mill Creek,WA,98012,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,44,230600457,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052008
1N4AZ1CP3K,Island,Coupeville,WA,98239,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,10,476650310,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971100
5YJ3E1EB8L,Yakima,Yakima,WA,98902,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,14,240544895,POINT (-120.51904 46.59782),PACIFICORP,53077000600
KNDC44LA4N,Thurston,Lacey,WA,98516,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,280541943,POINT (-122.78598 47.08476),PUGET SOUND ENERGY INC,53067012221
1N4AZ0CP3D,Thurston,Lacey,WA,98503,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,22,245512893,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011422
5YJ3E1EA2T,Snohomish,Bothell,WA,98012,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,293121433,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052010
JTDKN3DP1D,Thurston,Olympia,WA,98513,2013,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,2,263192345,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012331
1FTVW1EL2P,Whitman,Pullman,WA,99163,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,9,257409918,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
WBY1Z2C59F,King,Seattle,WA,98103,2015,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,46,173736111,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700
1FADP5CU3D,Thurston,Yelm,WA,98597,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,2,230136070,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012531
1N4AZ1CP6K,Chelan,Cashmere,WA,98815,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,12,103571639,POINT (-120.47005 47.5224),PUD NO 1 OF CHELAN COUNTY,53007960501
1N4AZ0CPXF,King,Covington,WA,98042,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,47,263731128,POINT (-122.10798 47.37124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031709
KMUKEDTBXP,Snohomish,Edmonds,WA,98020,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,261148380,POINT (-122.37695 47.81113),PUGET SOUND ENERGY INC,53061050502
5YJSA1E23H,Snohomish,Lynnwood,WA,98037,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,32,1495609,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051702
5YJ3E1EB7K,Thurston,Olympia,WA,98506,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,22,286077081,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100
WA1VABGE0K,Snohomish,Bothell,WA,98021,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,1,291716176,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
5YJYGDEE1L,King,Seattle,WA,98121,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,36,116885758,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008003
YV4H60DA9P,Thurston,Lacey,WA,98503,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,22,221312416,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011300
JTJBCACB7T,Snohomish,Lynnwood,WA,98037,2026,LEXUS,RZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,290314146,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
1C4RJXP60R,Snohomish,Lynnwood,WA,98036,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,1,291349551,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931
7PDSGBBA5S,Snohomish,Bothell,WA,98012,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,280710699,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052009
KM8JBDD22R,Snohomish,Bothell,WA,98012,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,21,276080976,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051927
3FA6P0SU8K,Thurston,Olympia,WA,98501,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,22,235267266,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010300
5YJYGDEF7L,Kitsap,Bainbridge Island,WA,98110,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,23,121695934,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090800
5LMYJ8XY3P,Yakima,Yakima,WA,98908,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,14,270353996,POINT (-120.60272 46.59656),PACIFICORP,53077002801
JM3KKBHA1R,Kitsap,Bremerton,WA,98310,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,23,263298843,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080300
KNDCS3LF9P,Kitsap,Bremerton,WA,98311,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,23,224619363,POINT (-122.61158 47.62691),PUGET SOUND ENERGY INC,53035091702
7SAYGDEF0P,Kitsap,Poulsbo,WA,98370,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,245440520,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
KNDCS3LF4R,Thurston,Olympia,WA,98506,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,22,265949113,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
KM8K53AG2K,Kitsap,Silverdale,WA,98383,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,23,212139504,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091302
7FCTGAAP7T,Kitsap,Poulsbo,WA,98370,2026,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,283581532,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090400
1C4JJXP61N,Thurston,Olympia,WA,98513,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,2,208210600,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012331
1N4AZ0CP0G,Kitsap,Suquamish,WA,98392,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,23,211086795,POINT (-122.55242 47.73162),PUGET SOUND ENERGY INC,53035940100
5YJ3E1EB4K,Kitsap,Poulsbo,WA,98370,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,23,257998303,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090502
KM8JBDD25R,Snohomish,Lynnwood,WA,98037,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,32,254813800,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051802
JM3KKEHA9T,Snohomish,Bothell,WA,98021,2026,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,1,290648704,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051914
5YJXCAE23H,King,Seattle,WA,98122,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,37,170302289,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
5YJSA1H20F,Snohomish,Lake Stevens,WA,98258,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,44,158195712,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052506
1N4BZ0CPXH,Snohomish,Bothell,WA,98021,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,1,183685337,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
1C4RJYD61N,Kitsap,Poulsbo,WA,98370,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,23,229788352,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
ZACPDFDW0R,Kitsap,Bremerton,WA,98311,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,23,261135444,POINT (-122.61158 47.62691),PUGET SOUND ENERGY INC,53035091702
1G1RA6S53J,Kitsap,Kingston,WA,98346,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,23,170370063,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090101
5YJSA1E15H,Kitsap,Bainbridge Island,WA,98110,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,23,282256768,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035091002
JTMBEAGC4T,Yakima,Yakima,WA,98902,2026,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,290115031,POINT (-120.51904 46.59782),PACIFICORP,53077000800
1FADP5CU9D,Thurston,Olympia,WA,98502,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,22,254925891,POINT (-122.92018 47.04575),PUGET SOUND ENERGY INC,53067010600
