Model,VIN (1-10),County,City,2020 GEOID,State,Vehicle Location
MODEL Y,7SAYGDEE3P,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
CAYENNE,WP1AE2A27J,Clark,Vancouver,53011040908,WA,POINT (-122.70303 45.70954)
MUSTANG MACH-E,3FMTK1SS7M,Snohomish,Bothell,53061052005,WA,POINT (-122.20105 47.84423)
CX-90,JM3KKBHA0R,King,Kent,53033029506,WA,POINT (-122.19976 47.37483)
MODEL X,7SAXCBE57P,King,Duvall,53033032402,WA,POINT (-121.98609 47.74068)
LEAF,1N4AZ0CP4D,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EB5L,Stevens,Nine Mile Falls,53065951402,WA,POINT (-117.54392 47.77676)
MODEL 3,5YJ3E1EA8P,Clark,Vancouver,53011040812,WA,POINT (-122.62731 45.71668)
MODEL Y,7SAYGAEEXP,King,Normandy Park,53033028600,WA,POINT (-122.34731 47.45207)
R1S,7PDSGFBA0T,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
I5,WBY43FK09R,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGAEE7P,King,Seattle,53033000102,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEE8P,King,Seattle,53033010702,WA,POINT (-122.36893 47.54701)
BOLT EV,1G1FY6S03L,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
MODEL Y,7SAYGDEE9T,King,Newcastle,53033025005,WA,POINT (-122.11589 47.50243)
MODEL Y,7SAYGAEE8P,King,Kenmore,53033022101,WA,POINT (-122.24369 47.75892)
EV6,KNDC4DLC1R,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
AVIATOR,5LMYJ8XY4N,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
MODEL S,5YJSA1E23H,King,Beaux Arts,53033023901,WA,POINT (-122.1872 47.61001)
BOLT EV,1G1FY6S02K,King,Kent,53033029407,WA,POINT (-122.17743 47.41185)
MODEL S,5YJSA1E40J,King,Seattle,53033006500,WA,POINT (-122.32427 47.63433)
PROLOGUE,3GPKHZRJ3R,King,Kent,53033029506,WA,POINT (-122.19976 47.37483)
LEAF,1N4AZ1CP9K,King,Shoreline,53033021000,WA,POINT (-122.33364 47.73709)
XC40,YV4ED3UB2N,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
MODEL 3,5YJ3E1EA4P,Clark,Vancouver,53011042602,WA,POINT (-122.62934 45.63201)
MODEL Y,7SAYGDEE6T,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
BOLT EUV,1G1FZ6S09P,King,Seattle,53033005700,WA,POINT (-122.40092 47.65908)
CAYENNE,WP1AE2AY2L,Jefferson,Port Townsend,53031950502,WA,POINT (-122.77263 48.1212)
MODEL Y,5YJYGDEE4L,King,Issaquah,53033032220,WA,POINT (-122.01656 47.57118)
MODEL 3,5YJ3E1EB6R,King,Seattle,53033009300,WA,POINT (-122.31449 47.53917)
E-TRON,WA1LAAGE3N,King,Redmond,53033022902,WA,POINT (-122.13158 47.67858)
EV6,KNDC3DLC5N,King,Woodinville,53033021906,WA,POINT (-122.15545 47.75448)
Q5 E,WA1F2AFY1P,King,Seattle,53033000500,WA,POINT (-122.37238 47.74068)
X5,5UXTA6C05N,King,Seattle,53033010402,WA,POINT (-122.31449 47.53917)
XC90,YV4H60JE0S,Clark,Camas,53011040609,WA,POINT (-122.40177 45.58705)
WRANGLER,1C4JJXR60M,Thurston,Yelm,53067012531,WA,POINT (-122.60735 46.94239)
MODEL Y,7SAYGDEE7N,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
X5,5UXTA6C07M,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
RAV4 PRIME (PHEV),JTMAB3FV1S,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEE7P,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
I3,WBY1Z4C50E,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
AIR,50EA1TEA3R,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EA6P,King,Newcastle,53033025005,WA,POINT (-122.11589 47.50243)
MODEL 3,5YJ3E1EA5P,King,Newcastle,53033024704,WA,POINT (-122.18839 47.51197)
EV9,KNDADFS51R,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
EV9,KNDAEFS53R,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EA2S,King,Renton,53033031910,WA,POINT (-122.08747 47.4466)
X5,5UXTA6C06N,King,Sammamish,53033032225,WA,POINT (-122.02054 47.60326)
EQS-CLASS SUV,4JGDM4EB7P,King,Kent,53033029207,WA,POINT (-122.17743 47.41185)
IONIQ 5,7YAKRDDC4T,King,Seattle,53033009500,WA,POINT (-122.30866 47.57874)
EV9,KNDAFFS51R,Clark,Washougal,53011040513,WA,POINT (-122.35341 45.57923)
Q6,WA124BGFXS,King,Bellevue,53033023805,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE3R,King,Shoreline,53033021100,WA,POINT (-122.30304 47.75494)
EQE-CLASS SUV,4JGGM1CB3S,King,Kirkland,53033021904,WA,POINT (-122.22901 47.72201)
I5,WBY33HG05T,King,Bellevue,53033023702,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EB4L,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EB3S,King,Kent,53033029504,WA,POINT (-122.19976 47.37483)
MODEL Y,7SAYGDEE8N,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
R1S,7PDSGGBA8T,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EAXR,King,Sammamish,53033032215,WA,POINT (-122.03539 47.61344)
EV9,KNDADFS52R,King,Shoreline,53033020500,WA,POINT (-122.30304 47.75494)
PRIUS PRIME (PHEV),JTDKAMFP9M,Thurston,Yelm,53067012421,WA,POINT (-122.60735 46.94239)
PACIFICA,2C4RC1N74M,Kitsap,Poulsbo,53035090502,WA,POINT (-122.64681 47.73689)
MODEL Y,7SAYGDEF2P,King,Seattle,53033002900,WA,POINT (-122.38418 47.70044)
EX90,7JDEV3VL3S,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
S60,7JRH60FM9R,King,Newcastle,53033024703,WA,POINT (-122.18839 47.51197)
NX,JTJKKCFZ8N,Clark,Camas,53011040609,WA,POINT (-122.40177 45.58705)
BLAZER,3GNKDBRJ3R,King,Maple Valley,53033032008,WA,POINT (-122.04526 47.39394)
ARIYA MPV,JN8DF0BF4S,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
EV6,KNDC34LA5R,Clark,Vancouver,53011040812,WA,POINT (-122.62731 45.71668)
SPORTAGE,KNDPYDDH4S,King,Seattle,53033001300,WA,POINT (-122.33364 47.73709)
VOLT,1G1RB6S57H,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
EX30,YV4EK3ZK0T,King,Seattle,53033006400,WA,POINT (-122.30207 47.64085)
LEAF,1N4CZ1CV2S,Island,Coupeville,53029971100,WA,POINT (-122.68558 48.21857)
MODEL Y,7SAYGDEEXT,King,Bellevue,53033023805,WA,POINT (-122.1872 47.61001)
MUSTANG MACH-E,3FMTK2SU3N,Thurston,Olympia,53067010100,WA,POINT (-122.89165 47.03954)
BOLT EV,1G1FY6S07M,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
RANGE ROVER SPORT,SAL119F4XR,King,Renton,53033024704,WA,POINT (-122.18839 47.51197)
Q5 E,WA1E2AFY8R,King,Bellevue,53033023701,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EA5N,King,Seattle,53033007600,WA,POINT (-122.30207 47.64085)
E-TRON,WA1VAAGE4K,King,Bellevue,53033024905,WA,POINT (-122.12096 47.55584)
SOUL,KNDJX3AE9G,Thurston,Olympia,53067010200,WA,POINT (-122.87741 47.05997)
MODEL Y,7SAYGDEE0R,King,Seattle,53033006100,WA,POINT (-122.32427 47.63433)
500,3C3CFFGE1G,Kitsap,Port Orchard,53035092901,WA,POINT (-122.68516 47.50645)
ID.4,1V2JSPE89S,Clark,Vancouver,53011041208,WA,POINT (-122.59219 45.62158)
LEAF,1N4AZ1CP0J,Clark,Vancouver,53011041323,WA,POINT (-122.49212 45.60365)
MODEL 3,5YJ3E1EB1M,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
ID.4,WVGGNPE23M,Kitsap,Bainbridge Island,53035091002,WA,POINT (-122.521 47.62759)
MODEL Y,7SAYGDEE9N,King,Maple Valley,53033032008,WA,POINT (-122.04526 47.39394)
TUCSON,KM8JBDD26R,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
MODEL Y,5YJYGDEF1M,King,Seattle,53033007303,WA,POINT (-122.34845 47.63283)
ID.4,1V2BMPE85R,Snohomish,Bothell,53061051933,WA,POINT (-122.20105 47.84423)
RAV4 PRIME (PHEV),JTMFB3FV8S,Yakima,Selah,53077003200,WA,POINT (-120.53145 46.65405)
PRIUS PRIME (PHEV),JTDKAMFP9M,King,Federal Way,53033030203,WA,POINT (-122.3303 47.30151)
MODEL Y,7SAYGDEF4N,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
LEAF,1N4AZ1CP7J,King,Shoreline,53033021100,WA,POINT (-122.30304 47.75494)
MODEL Y,7SAYGDEE0P,Clark,Ridgefield,53011040403,WA,POINT (-122.74595 45.81539)
MUSTANG MACH-E,3FMTK3SU7P,King,Seatac,53033027300,WA,POINT (-122.29411 47.48924)
R1S,7PDSGABA4P,King,Auburn,53033031208,WA,POINT (-122.18263 47.31825)
MODEL Y,7SAYGDEE8T,Clark,Camas,53011040610,WA,POINT (-122.40177 45.58705)
ARIYA MPV,JN8CF0BF0S,King,Renton,53033025704,WA,POINT (-122.19488 47.44034)
LEAF,JN1AZ0CP3B,Clark,Vancouver,53011041312,WA,POINT (-122.55149 45.69345)
LEAF,1N4BZ0CP0G,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
MODEL 3,5YJ3E1EA6P,Thurston,Yelm,53067012412,WA,POINT (-122.60735 46.94239)
X5,5UX43EU07S,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
RZ,JTJAAAAB1P,King,Seattle,53033002600,WA,POINT (-122.31676 47.68156)
MODEL 3,5YJ3E1EA5M,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
PRIUS PRIME (PHEV),JTDACACU5R,Yakima,Zillah,53077002201,WA,POINT (-120.26226 46.40199)
MODEL Y,7SAYGDEE1T,King,Sammamish,53033032316,WA,POINT (-122.02054 47.60326)
ESCAPE,1FMCU0KZ7N,King,Seattle,53033003400,WA,POINT (-122.38591 47.67597)
MODEL Y,7SAYGDEE0N,King,Renton,53033025201,WA,POINT (-122.18839 47.51197)
MODEL Y,5YJYGDEE1M,King,Seattle,53033004800,WA,POINT (-122.35436 47.67596)
XC40,YV4ED3UB5N,Clark,Vancouver,53011040908,WA,POINT (-122.70303 45.70954)
MODEL 3,5YJ3E1EB6M,King,Sammamish,53033032224,WA,POINT (-122.03539 47.61344)
F-150,1FTVW1EL8P,King,Kent,53033029406,WA,POINT (-122.17743 47.41185)
MODEL Y,7SAYGDED5R,King,Auburn,53033031208,WA,POINT (-122.18263 47.31825)
EV6,5XYC3DJC8S,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
MODEL 3,5YJ3E1EA8M,Thurston,Tumwater,53067010910,WA,POINT (-123.04078 46.94792)
XC60,YV4H60RM2S,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
LEAF,1N4AZ0CP1F,Clark,Vancouver,53011041328,WA,POINT (-122.49212 45.60365)
BOLT EV,1G1FY6S04M,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
MODEL Y,5YJYGDEE3L,King,Sammamish,53033032217,WA,POINT (-122.02054 47.60326)
BOLT EUV,1G1FY6S07P,King,Bellevue,53033023603,WA,POINT (-122.1621 47.64441)
IONIQ 5,KM8KRDAF9P,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
MODEL Y,7SAYGDEE2T,Kitsap,Seabeck,53035091302,WA,POINT (-122.81585 47.64509)
MODEL S,5YJSA1CP8C,King,Auburn,53033030801,WA,POINT (-122.18263 47.31825)
MODEL Y,7SAYGDEE2P,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
BOLT EUV,1G1FZ6S01P,King,Renton,53033025500,WA,POINT (-122.18839 47.51197)
MODEL Y,7SAYGDED3T,King,Seattle,53033005902,WA,POINT (-122.36381 47.63046)
MODEL S,5YJSA1E50R,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
MODEL Y,7SAYGDEE9P,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
BOLT EUV,1G1FY6S0XN,King,Mercer Island,53033024302,WA,POINT (-122.21238 47.57816)
MODEL 3,5YJ3E1EA2L,Clark,Camas,53011040609,WA,POINT (-122.40177 45.58705)
MODEL X,7SAXCDE56R,King,Bellevue,53033022901,WA,POINT (-122.11867 47.63131)
LEAF,1N4BZ1DV0M,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
BLAZER,3GNKDHRK6R,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
MODEL Y,5YJYGDEE0M,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
MODEL Y,7SAYGDEE9P,Klickitat,White Salmon,53039950301,WA,POINT (-121.48704 45.72776)
IONIQ 5,KM8KNDAFXP,King,Seattle,53033001400,WA,POINT (-122.37238 47.74068)
MODEL X,7SAXCBE66R,King,Redmond,53033032330,WA,POINT (-122.13158 47.67858)
MODEL Y,7SAYGDEEXP,King,Bellevue,53033024901,WA,POINT (-122.12096 47.55584)
IONIQ 5,7YAKRDDC5S,Clark,Vancouver,53011041319,WA,POINT (-122.48723 45.63701)
LYRIQ,1GYKPPRK6R,Clark,Vancouver,53011041319,WA,POINT (-122.48723 45.63701)
MODEL S,5YJSA1E49K,King,Seattle,53033007001,WA,POINT (-122.36381 47.63046)
COUNTRYMAN,WMZ53GA03S,King,Seattle,53033008401,WA,POINT (-122.34223 47.61085)
PRIUS PRIME (PHEV),JTDKARFP6K,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
EX30,YV4EK3ZK0S,King,Seattle,53033006400,WA,POINT (-122.30207 47.64085)
RAV4 PRIME (PHEV),JTMFB3FV3S,Clark,Brush Prairie,53011040603,WA,POINT (-122.54578 45.73473)
OPTIQ,3GYK3EM45T,King,Seattle,53033000700,WA,POINT (-122.30253 47.72656)
HARDTOP,WMW13DJ02R,King,Bellevue,53033023100,WA,POINT (-122.11867 47.63131)
ID.4,1V2DNPE84P,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
NIRO,KNDCR3L19P,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
IONIQ 5,KM8KN4DE6R,King,Seattle,53033001100,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGAEE0S,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
HARDTOP,WMW13DJ02R,King,Bellevue,53033023807,WA,POINT (-122.1872 47.61001)
RAV4 PRIME (PHEV),JTMAB3FV2R,King,Seattle,53033007001,WA,POINT (-122.36381 47.63046)
MODEL X,5YJXCAE29H,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
LEAF,1N4BZ0CP5G,King,Redmond,53033022606,WA,POINT (-122.13158 47.67858)
XC60,YV4H60DMXR,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
LEAF,1N4AZ1CP5K,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
PROLOGUE,3GPKHZRJ0T,King,Covington,53033031709,WA,POINT (-122.10798 47.37124)
LEAF,1N4AZ0CP2D,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
MODEL 3,5YJ3E1EB1N,Clark,Battle Ground,53011040408,WA,POINT (-122.5331 45.78092)
E-GOLF,WVWKP7AU2F,King,Seattle,53033006400,WA,POINT (-122.30207 47.64085)
BOLT EUV,1G1FY6S03P,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
Q5 E,WA1G2AFY1M,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
IONIQ 5,KM8KRDDFXR,King,Shoreline,53033021300,WA,POINT (-122.30304 47.75494)
MODEL Y,7SAYGDEE3S,King,Kirkland,53033022006,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE7N,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
XC40,YV4ED3URXN,King,Seattle,53033000102,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEE2T,King,Kirkland,53033022702,WA,POINT (-122.2066 47.67887)
F-150,1FTVW1EL3N,Snohomish,Lake Stevens,53061052706,WA,POINT (-122.06402 48.01497)
ID.4,WVGKMPE22M,King,Seattle,53033003400,WA,POINT (-122.38591 47.67597)
EQUINOX,3GN7DNRP4R,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
XC90,YV4BR00Z5N,King,Seattle,53033006500,WA,POINT (-122.32427 47.63433)
MODEL Y,7SAYGAEEXT,Clark,Washougal,53011040510,WA,POINT (-122.35341 45.57923)
FUSION,3FA6P0SU7F,Thurston,Yelm,53067012412,WA,POINT (-122.60735 46.94239)
LEAF,1N4AZ0CPXF,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
MODEL S,5YJSA1DP3C,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
VOLT,1G1RC6S58K,King,Seattle,53033004301,WA,POINT (-122.31307 47.66127)
R1T,7FCTGAAP3T,King,Medina,53033024200,WA,POINT (-122.23892 47.61613)
X5,5UX43EU06R,King,Bellevue,53033023604,WA,POINT (-122.12056 47.61334)
MODEL Y,7SAYGDEE6N,Cowlitz,Woodland,53015001504,WA,POINT (-122.74017 45.9094)
XC90,YV4BC0PLXG,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
SPORTAGE,KNDPZDAH9P,King,Bellevue,53033023202,WA,POINT (-122.11867 47.63131)
BOLT EV,1G1FY6S09K,King,Auburn,53033030801,WA,POINT (-122.28802 47.30264)
MODEL Y,7SAYGDEE5P,Snohomish,Bothell,53061051933,WA,POINT (-122.20105 47.84423)
MODEL Y,7SAYGDEE4S,King,Kenmore,53033022101,WA,POINT (-122.24369 47.75892)
MODEL 3,5YJ3E1EA4L,King,Seattle,53033008102,WA,POINT (-122.32945 47.60357)
MODEL X,7SAXCBE56P,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
EQUINOX,3GN7DSRR1T,Kitsap,Bainbridge Island,53035091002,WA,POINT (-122.521 47.62759)
EV6,KNDC4DLC9P,Snohomish,Everett,53061041701,WA,POINT (-122.18637 47.89251)
MODEL Y,7SAYGDED6T,King,Auburn,53033030503,WA,POINT (-122.2229 47.307)
MODEL Y,7SAYGDEE7T,King,Sammamish,53033032224,WA,POINT (-122.03539 47.61344)
XC60,YV4H60RC6T,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
MODEL Y,7SAYGDEE8P,King,Bellevue,53033024904,WA,POINT (-122.12096 47.55584)
MODEL Y,7SAYGAEEXR,King,Seattle,53033009500,WA,POINT (-122.30866 47.57874)
LEAF,1N4BZ0CP2H,King,Seattle,53033004800,WA,POINT (-122.38591 47.67597)
BOLT EV,1G1FX6S06H,King,Kirkland,53033022005,WA,POINT (-122.22901 47.72201)
MODEL 3,5YJ3E1EA0K,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
R1S,7PDSGBBA9P,Snohomish,Bothell,53061052107,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EB8J,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
BOLT EV,1G1FW6S09H,King,Duvall,53033032401,WA,POINT (-121.98609 47.74068)
MODEL Y,7SAYGDEE0P,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
CYBERTRUCK,7G2CEHEE5R,Clark,Camas,53011041400,WA,POINT (-122.40177 45.58705)
MODEL 3,5YJ3E1EA8P,King,Burien,53033026700,WA,POINT (-122.36322 47.49736)
MODEL 3,5YJ3E1EBXL,King,Federal Way,53033030308,WA,POINT (-122.36217 47.31011)
GLC-CLASS,WDC0G5EB7K,King,Kent,53033029407,WA,POINT (-122.17743 47.41185)
PRIUS PRIME (PHEV),JTDKARFP9H,Thurston,Olympia,53067010600,WA,POINT (-122.92018 47.04575)
RAV4 PRIME (PHEV),JTMAB3FV7P,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
MODEL 3,5YJ3E1EB2P,Clark,Vancouver,53011040909,WA,POINT (-122.70303 45.70954)
MODEL Y,5YJYGDEE7M,King,Covington,53033032005,WA,POINT (-122.10798 47.37124)
MODEL Y,7SAYGDEE9N,King,Bellevue,53033023701,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EA7P,Clark,Camas,53011040610,WA,POINT (-122.40177 45.58705)
COUNTRYMAN,WMZ53GA07S,Clark,Vancouver,53011041309,WA,POINT (-122.49212 45.60365)
MODEL 3,5YJ3E1EB9L,King,Sammamish,53033032215,WA,POINT (-122.03539 47.61344)
I4,WBY43HD06T,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
TAYCAN,WP0BC2Y10T,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
VOLT,1G1RC6S52G,Clark,Vancouver,53011041317,WA,POINT (-122.48723 45.63701)
PRIUS PRIME (PHEV),JTDKAMFP8M,Clark,Vancouver,53011042000,WA,POINT (-122.67156 45.63248)
SPORTAGE,KNDPYDAH3P,Kitsap,Silverdale,53035091302,WA,POINT (-122.69275 47.65171)
Q5 E,WA1E2AFY1M,Snohomish,Everett,53061041605,WA,POINT (-122.18637 47.89251)
SORENTO,KNDRJDLH3N,Cowlitz,Silverlake,53015002004,WA,POINT (-122.8112 46.29694)
MODEL Y,5YJYGDEE5M,King,Kirkland,53033022003,WA,POINT (-122.22901 47.72201)
Q8,WA16AAGE6R,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
MODEL X,7SAXCBE5XN,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
PACIFICA,2C4RC1N74L,King,Burien,53033027500,WA,POINT (-122.34731 47.45207)
HARDTOP,WMW13DJ07P,King,Bellevue,53033023300,WA,POINT (-122.12056 47.61334)
IONIQ 5,KM8KRDDF4R,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
BZ4X,JTMABACA1P,King,Burien,53033028600,WA,POINT (-122.34731 47.45207)
MODEL S,5YJSA1DP1D,King,Kent,53033029403,WA,POINT (-122.17743 47.41185)
MODEL S,5YJSA1E57T,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
R1S,7PDSGFBA0T,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
WRANGLER,1C4JJXR63M,Kitsap,Poulsbo,53035940100,WA,POINT (-122.64681 47.73689)
ARIYA HATCHBACK,JN1BF0BA3R,King,Seattle,53033008800,WA,POINT (-122.31009 47.60803)
MODEL 3,5YJ3E1EB2J,King,Burien,53033027800,WA,POINT (-122.34731 47.45207)
MODEL Y,7SAYGDED2T,King,Kent,53033029405,WA,POINT (-122.17743 47.41185)
E-TRON SPORTBACK,WA12AAGE3N,King,Bellevue,53033023902,WA,POINT (-122.1872 47.61001)
IX,WB523CF03S,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EB3S,Clark,Vancouver,53011040904,WA,POINT (-122.70303 45.70954)
MODEL 3,5YJ3E1EA2P,King,Auburn,53033031207,WA,POINT (-122.18263 47.31825)
MODEL X,7SAXCBE58P,King,Renton,53033025304,WA,POINT (-122.18839 47.51197)
RAV4 PRIME (PHEV),JTMFB3FV7P,King,Burien,53033027800,WA,POINT (-122.34731 47.45207)
MUSTANG MACH-E,3FMTK3SU0S,King,Seattle,53033000602,WA,POINT (-122.33364 47.73709)
X5,5UX43EU02T,King,Bellevue,53033023702,WA,POINT (-122.1621 47.64441)
MODEL 3,5YJ3E1EBXK,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
MODEL Y,7SAYGDEE3R,King,Renton,53033025601,WA,POINT (-122.18839 47.51197)
IONIQ 5,KM8KRDDF1R,King,Seattle,53033000900,WA,POINT (-122.30253 47.72656)
BOLT EV,1G1FZ6S07L,Yakima,Selah,53077003200,WA,POINT (-120.53145 46.65405)
MODEL Y,7SAYGAEE7N,King,Seattle,53033006300,WA,POINT (-122.30207 47.64085)
HARDTOP,WMW13DJ0XN,King,Seattle,53033007501,WA,POINT (-122.32427 47.63433)
LEAF,1N4AZ0CP6F,King,Seattle,53033002900,WA,POINT (-122.38418 47.70044)
MUSTANG MACH-E,3FMTK4SX7R,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
XC60,YV4H60RC3S,King,Seattle,53033007001,WA,POINT (-122.36381 47.63046)
MODEL Y,7SAYGAEE0P,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
R1S,7PDSGBBA5S,King,Bellevue,53033023000,WA,POINT (-122.11867 47.63131)
IONIQ 5,7YAKRDDC4T,King,Bellevue,53033022901,WA,POINT (-122.11867 47.63131)
RAV4 PRIME (PHEV),JTMFB3FV7M,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
MODEL Y,7SAYGAEE2P,Snohomish,Bothell,53061052107,WA,POINT (-122.20105 47.84423)
BOLT EV,1G1FX6S01H,King,Kirkland,53033022703,WA,POINT (-122.2066 47.67887)
BZ4X,JTMABACA2P,Clark,Vancouver,53011041313,WA,POINT (-122.55149 45.69345)
BOLT EV,1G1FZ6S05L,Clark,Vancouver,53011040910,WA,POINT (-122.70303 45.70954)
PRIUS PRIME (PHEV),JTDACACU0T,King,Bellevue,53033024701,WA,POINT (-122.12096 47.55584)
BOLT EV,1G1FX6S00H,Kitsap,Olalla,53035092803,WA,POINT (-122.54729 47.42602)
MODEL S,5YJSA1E49K,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
MODEL X,5YJXCBE27K,Clark,Vancouver,53011041206,WA,POINT (-122.59219 45.62158)
SPORTAGE,KNDPYDDH8S,King,Redmond,53033022902,WA,POINT (-122.13158 47.67858)
MODEL X,7SAXCBE69N,King,Newcastle,53033025005,WA,POINT (-122.11589 47.50243)
I4,WBY43HD0XS,King,Seattle,53033005600,WA,POINT (-122.40092 47.65908)
MODEL 3,5YJ3E1EB2K,Clark,Vancouver,53011040908,WA,POINT (-122.70303 45.70954)
F-150,1FT6W3LU7S,King,Auburn,53033030802,WA,POINT (-122.2229 47.307)
BOLT EV,1G1FW6S02P,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
MUSTANG MACH-E,3FMTK3SUXS,King,Bellevue,53033023604,WA,POINT (-122.1621 47.64441)
MODEL Y,7SAYGDEE3P,King,Newcastle,53033024703,WA,POINT (-122.18839 47.51197)
MODEL Y,7SAYGDEF5P,King,Woodinville,53033021802,WA,POINT (-122.15545 47.75448)
IONIQ 5,KM8KRDDF6R,Clark,Vancouver,53011041336,WA,POINT (-122.48723 45.63701)
MODEL Y,7SAYGDEEXN,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EC1P,King,Bellevue,53033024701,WA,POINT (-122.12096 47.55584)
MODEL X,5YJXCDE20L,King,Maple Valley,53033031603,WA,POINT (-122.04526 47.39394)
